! '' </s> 2
! -rrb- </s> 5
!! -rrb- </s> 1
# 's . 1
# 's 105515 1
# 's for 1
# -lrb-281-rrb- 261-0499 </s> 1
# -lrb-281-rrb- 300-8286 </s> 1
# -lrb-713-rrb- 761-4808 </s> 1
# -lrb-713-rrb- 853-6577 </s> 1
# -rrb- </s> 8
# -rrb- Rick 1
# . </s> 1
# ... 918-732-1325 1
# 0 '' 3
# 0366 cc 2
# 0413 , 1
# 1 , 1
# 10186 </s> 1
# 10188 </s> 1
# 10189 </s> 1
# 1022 </s> 1
# 107043 . 1
# 1098 -rrb- 1
# 11 fin 1
# 11 phy 2
# 111718 </s> 1
# 111727 </s> 1
# 11650 -rrb- 1
# 13327 for 1
# 142438 </s> 1
# 147727 </s> 1
# 166762 , 1
# 166981 EPMI 2
# 166985 , 1
# 166985 EPMI 2
# 2-way Pager 1
# 20748 Res 1
# 20822 Res 1
# 20835 comm 1
# 21047 and 1
# 21349 CONTRACT 1
# 21879 -rrb- 1
# 24268 -rrb- 1
# 24924 Res 1
# 25025 under 1
# 27291 have 1
# 27495 and 1
# 27639 </s> 1
# 281-364-6274 </s> 2
# 281-367-1100 </s> 2
# 288135 </s> 1
# 288275 </s> 1
# 295115 </s> 1
# 295116 </s> 1
# 295117 </s> 1
# 296410 </s> 1
# 316101 </s> 1
# 4000002858 </s> 1
# 4000002904 -rrb- 1
# 47044 </s> 1
# 5736 for 1
# 59152 </s> 2
# 64449 </s> 2
# 668 </s> 1
# 6751 -rrb- 1
# 703-506-2694 </s> 1
# 703-506-4300 </s> 1
# 713-426-0057 </s> 1
# 713-646-8160 </s> 46
# 713-853-7751 </s> 46
# 78023 -rrb- 1
# 78113 </s> 1
# 78149 </s> 1
# 78150 </s> 1
# 78151 </s> 1
# 78310 </s> 1
# 799 -rrb- 1
# 8 fin 1
# 8 phy 2
# 918-732-1355 </s> 1
# 9577003 </s> 1
# 9577010 </s> 1
# 9m #npx 6
# : 712-271-3359 1
# : 888-568-0510 1
# : </s> 6
# :303 -438 2
# at </s> 1
# be 0413 1
# be 107043 1
# do not 1
# of activity 1
# of hit 1
# of hour 1
# of point 1
# of row 1
# termination date 1
#cq 1 -lrb- 2
#npx -lrb- please 6
, Southeast and 1
, Spearman , 1
, Sr. . 1
, Stacey </s> 1
, Stacy Neuweiller 1
, State Department 1
, Steve Kean 1
, Steve and 2
, Suite 1110 1
, Suite 4900 1
, TBS # 1
, TW , 2
, TW have 1
, TX . 2
, TX 76574 1
, TX 77002 3
, TX 77054 1
, TX 77380 3
, TX </s> 1
, TX Doubletree 3
, TX at 1
, TX here 1
, TX on 2
, TX the 6
, Term , 1
, Terry Kowalke 1
, Texas 76401 1
, Texas </s> 1
, Texoma -rrb- 1
, Therese Candella 1
, Thompsonville , 1
, Thurs , 1
, Thursday , 3
, Tim </s> 3
, Tim in 1
, Tom in 1
, Tomato , 1
, Transcolorado , 1
, Transmission Congestion 1
, Trust God 1
, Tuesday , 5
, Turkey , 1
, Tyson 's 1
, US </s> 1
, US OSB 1
, US SYP 1
, US West 1
, US newsprint 1
, USGT 214-827-9464 1
, UT , 1
, VA 22102 1
, VP , 1
, Vice President 1
, Video , 2
, Vince , 1
, Vince . 3
, Virginia Power 1
, WEST & 1
, Washington D.C. 1
, Wasserstein </s> 1
, Wednesday , 2
, West , 2
, Western Region 1
, Whitney Room 1
, Willie Harrell 1
, Zimin . 1
, `` a 1
, `` all 1
, `` please 1
, `` those 1
, `` what 1
, `` whose 1
, `` you 2
, a analysis 1
, a business 1
, a decision 1
, a effort 1
, a good 1
, a group 1
, a key 1
, a list 1
, a local 1
, a member 1
, a mtg. 1
, a name 1
, a person 1
, a retired 1
, a security 4
, a simple 1
, a team 1
, a timeline 1
, a tournament 1
, a visit 1
, a wholly-owned 1
, a/r reconciliation 1
, accept and 1
, accounting do 1
, accurate </s> 1
, activity everyone 1
, ad if 1
, additional population 1
, advertise media 1
, again , 1
, albeit at 1
, all review 1
, allocation etc. 1
, along with 6
, although she 1
, although we 1
, always in 1
, and , 1
, and -lrb- 2
, and 31 1
, and 3:30 1
, and </s> 8
, and April 1
, and BNP 1
, and Duke 1
, and Heather 1
, and I 16
, and Iroquois 1
, and Jeff 1
, and Krishna 1
, and LIBOR 1
, and Midwest 1
, and Mohan 1
, and Monday 2
, and Mr. 2
, and Overthrust 1
, and Saturday 1
, and Tours 1
, and U 1
, and Wednesday 1
, and a 6
, and address 1
, and all 1
, and allocate 1
, and also 2
, and at 1
, and back 1
, and be 2
, and before 1
, and bless 1
, and buy 1
, and can 2
, and chonawee@umich.edu 1
, and commercial 1
, and confirmation 1
, and contract 2
, and couple 1
, and cover 1
, and datum 1
, and especially 1
, and fax 1
, and feel 1
, and flow 1
, and get 1
, and have 2
, and he 12
, and hence 2
, and hopefully 1
, and how 2
, and if 2
, and in 2
, and include 1
, and introduce 1
, and it 1
, and job 1
, and just 1
, and late 1
, and load 1
, and long-distance 1
, and more 1
, and my 2
, and myself 1
, and never 1
, and organization 1
, and other 1
, and perhaps 1
, and possible 1
, and promote 1
, and provide 1
, and respond 2
, and rig 1
, and see 2
, and select 2
, and she 2
, and so 1
, and something 1
, and storage 1
, and that 2
, and the 10
, and then 3
, and there 2
, and therefore 2
, and they 2
, and thus 1
, and to 1
, and tour 1
, and track 1
, and upon 1
, and we 3
, and when 1
, and whether 1
, and will 7
, and wish 1
, and with 1
, and without 1
, and woman 1
, and would 2
, and you 3
, and/or E. 1
, annex , 1
, annualize -rrb- 1
, another </s> 1
, any change 1
, any question 2
, apply the 1
, approve by 1
, approx . 1
, as </s> 2
, as I 2
, as Jeff 1
, as a 6
, as against 1
, as always 1
, as be 1
, as discuss 1
, as he 1
, as it 1
, as soon 2
, as the 1
, as there 1
, as they 1
, as this 2
, as we 2
, as well 8
, as with 1
, ask he 1
, at 11:00 1
, at 8 1
, at </s> 1
, at any 1
, at extension 1
, at least 1
, at the 4
, attach be 7
, be $ 1
, be a 1
, be at 1
, be both 1
, be cancel 1
, be conduct 1
, be not 2
, be one 1
, be schedule 1
, be sure 1
, be that 1
, be the 1
, be this 1
, be to 1
, bear Saturday 1
, because </s> 1
, before a 1
, begin Monday 1
, begin Tuesday 1
, begin on 1
, believe further 1
, below . 1
, below be 1
, bkh request 1
, both contract 1
, buc , 1
, but </s> 1
, but Eddie 1
, but I 10
, but Mr. 1
, but Robert 1
, but UT 1
, but at 2
, but do 2
, but enough 1
, but express 1
, but focus 1
, but for 2
, but go 1
, but have 2
, but he 3
, but if 1
, but it 6
, but its 1
, but mine 1
, but never 1
, but no 2
, but not 1
, but now 2
, but overall 1
, but please 1
, but rather 1
, but really 1
, but receive 1
, but remember 1
, but rude 1
, but say 1
, but she 1
, but some 4
, but thanks 1
, but that 3
, but the 1
, but they 2
, but this 1
, but until 1
, but we 3
, but will 3
, but worth 1
, but you 1
, by </s> 2
, by Jim 1
, call my 1
, cell . 1
, choose one 1
, click on 20
, club & 1
, club care 1
, collectively -rrb- 1
, combine with 1
, come into 1
, come some 1
, complete the 1
, conference in 1
, confirm the 1
, congestion reflect 1
, contact I 2
, contact Janet 2
, contact for 1
, contact one 1
, contact the 1
, contract and 1
, contractor </s> 1
, copy all 1
, could also 1
, could result 1
, could we 2
, could you 4
, count -lrb- 1
, count I 1
, cover the 1
, crazy timing 1
, credit default 1
, critical notice 1
, cycle 7 1
, d like 2
, datum be 1
, deal clearing 1
, deep down 1
, detailed information 1
, direction , 1
, display activity 1
, dissatisfied as 1
, distribution , 1
, do anyone 1
, do let 1
, do not 2
, do that 1
, do you 2
, dr # 1
, due to 2
, e.g ; 1
, e.g. , 1
, each attendee 1
, each month 1
, early Jan 1
, economic status 1
, ect . 1
, eol.trading _ 3
, especially Ramu 1
, especially on 1
, etc -rrb- 3
, etc ; 1
, etc. -rrb- 3
, etc. . 2
, etc. and 1
, etc. be 1
, even with 1
, everyone have 1
, except for 2
, execute or 1
, executive </s> 1
, expect timeline 1
, ext. 3-3063 1
, family , 1
, feel free 4
, ficticious calculated 1
, finance and 1
, financial evaluation 1
, financial report 1
, finish read 1
, finish the 1
, first serve 1
, fl </s> 1
, foir you 1
, follow the 15
, food but 1
, for 11/15 1
, for a 1
, for all 1
, for sale 1
, for the 2
, for they 1
, for you 1
, formerly Banque 2
, formerly Enron 1
, formerly Governmental 1
, founder and 1
, free enterprise 1
, from 9:00 1
, from EPMIWESPER 1
, from Sue 1
, from what 1
, fuel price 1
, fuel volume 2
, fully execute 3
, future price 1
, gender , 1
, general floor 1
, gift wrap 1
, give the 2
, gm -lrb- 1
, go over 1
, golf shorts 1
, happy New 1
, have a 2
, have assume 1
, have be 2
, have issue 1
, have start 1
, he be 1
, he have 1
, he identify 1
, he office 1
, he quickly 1
, he want 1
, he will 3
, healthy and 1
, hence set 1
, here be 5
, how much 1
, however , 11
, hr , 1
, hurdle before 1
, i do 1
, i forget 1
, i have 1
, i.e. : 1
, i.e. sitara 1
, identify another 1
, ie Jaguar 1
, if TW 1
, if appropriate 1
, if at 1
, if for 1
, if it 1
, if possible 1
, if the 1
, if there 4
, if they 1
, if you 27
, ii , 1
, ii class 1
, il 60208-3119 2
, ill show 1
, illiquid option 1
, in 47907-1287 2
, in 50m03 1
, in </s> 1
, in India 1
, in Kemah 1
, in a 1
, in addition 1
, in collaboration 1
, in conference 1
, in conjunction 2
, in hope 1
, in load 1
, in one 1
, in order 1
, in print 1
, in the 4
, in which 1
, include </s> 1
, include EGM 1
, include Prof. 1
, include equipment 1
, include slide 1
, include the 3
, include volume 2
, indicate that 1
, inform the 1
, insight into 1
, interpersonal skill 2
, irrespective </s> 1
, issue resolution 1
, it affect 1
, it appear 4
, it be 13
, it can 1
, it do 1
, it have 2
, it look 2
, it seem 1
, it should 2
, it will 2
, it would 3
, its full 1
, j , 1
, just ask 2
, just let 1
, just show 1
, just want 2
, keep you 1
, kn . 1
, label as 4
, leave a 1
, legal support 1
, let 's 1
, let I 9
, let you 1
, level of 1
, licensing requirement 1
, limited private 1
, liquidity , 1
, ll need 2
, load factor 1
, locate down 1
, located at 1
, location eb2711 1
, location to 3
, look as 1
, lp - 1
, lp -lrb- 1
, lp . 1
, lp </s> 2
, lunch </s> 1
, lyou get 1
, maintain responsibility 2
, major pool 1
, make payable 1
, make they 1
, malaise , 1
, manage Director 1
, manage the 1
, marketing lateral 1
, maybe he 1
, maybe you 1
, mn </s> 1
, muscle ache 1
, my apology 1
, my assignment 1
, my home 1
, my only 1
, my previous 1
, my urologist 1
, ne employee 1
, need break 1
, need modification 1
, need to 1
, net $ 1
, nng charge 1
, no donate 1
, no fundraising 1
, no matter 2
, nor that 9
, not current 1
, not inclusive 1
, now that 1
, number , 1
, oba statement 1
, of be 1
, of course 2
, on the 1
, on what 1
, once you 1
, one where 1
, only 5 1
, or a 1
, or alternately 1
, or approval 1
, or bid/offer 1
, or call 1
, or employee 1
, or if 4
, or myself 1
, or she 1
, or some 1
, or try 1
, or via 1
, or volunteer 1
, or wr 1
, order by 3
, order history 1
, otherwise , 1
, otherwise address 1
, otherwise please 1
, outside </s> 1
, over . 1
, own the 1
, participation by 1
, particularly the 1
, passcode and 1
, payroll , 1
, per you 2
, perhaps we 1
, phase 2 1
, plan to 1
, play the 1
, please . 1
, please </s> 3
, please DO 1
, please I 1
, please advise 4
, please be 1
, please call 21
, please check 1
, please click 2
, please close 1
, please complete 1
, please confirm 2
, please contact 33
, please copy 1
, please disregard 2
, please do 13
, please ensure 1
, please feel 25
, please find 4
, please forward 6
, please get 1
, please give 6
, please have 2
, please include 1
, please inform 1
, please join 3
, please keep 1
, please let 26
, please look 1
, please make 1
, please map 1
, please mark 1
, please note 5
, please notify 2
, please plan 5
, please press 3
, please proceed 1
, please provide 4
, please reference 1
, please resend 1
, please schedule 1
, please see 1
, please send 1
, please submit 1
, please try 3
, please verify 1
, pledge with 1
, plus you 1
, possibly by 1
, possibly transmission 1
, post simulated 2
, potential health 1
, powerpoint presentation 1
, presently expect 1
, primarily because 1
, private property 1
, probably because 1
, program report 5
, progress have 1
, public relation 1
, publish as 6
, r03 , 1
, r17w , 1
, r21w , 2
, r25e , 1
, r29e , 1
, r29e </s> 1
, r32e , 2
, ramp up 1
, rather than 2
, reference Ken 2
, regard </s> 1
, regard the 1
, regardless of 3
, report retrieval 1
, require user 1
, respectively . 1
, response by 1
, responsible for 1
, restate , 1
, return on 2
, return to 1
, risk analysis 1
, rivershoe be 1
, s -rrb- 1
, s Board 1
, s United 4
, s beige 1
, s farewell 1
, s former 1
, s generation-related 1
, s objective 1
, s participation 1
, s share 2
, s success 2
, s value 1
, same cycle 1
, say Hillary 1
, say it 1
, schedule , 1
, scheduler who 1
, scheduling , 1
, search coordinator 2
, security and 1
, see Cheryl 1
, seek buy-in 2
, select appropriate 8
, set they 1
, set up 1
, she </s> 1
, she be 1
, she email 1
, she invite 1
, she leave 1
, she see 1
, she serve 1
, she solo 1
, she will 3
, shortness of 1
, should I 2
, should have 1
, should provide 1
, should resolve 1
, should see 1
, shut down 1
, simply to 1
, since I 1
, since he 1
, since none 1
, since she 1
, since that 1
, since they 1
, since you 1
, size of 2
, so I 10
, so Tara 1
, so apparently 1
, so call 1
, so casual 1
, so could 1
, so do 1
, so give 1
, so here 1
, so if 1
, so it 1
, so please 5
, so that 4
, so there 2
, so this 2
, so we 4
, so will 1
, so you 1
, some of 1
, sorry for 1
, sr -lrb- 1
, sr </s> 8
, start from 1
, start sometime 1
, start var 1
, state -rrb- 1
, subject to 1
, subtract that 1
, such as 2
, sum -lrb- 1
, sunglass , 1
, sunscreen and 2
, supplement of 1
, t01 -rrb- 1
, t17 , 2
, t17n , 1
, t18n , 1
, t20 , 1
, t20n , 1
, t23e , 1
, t29 , 1
, take a 1
, taste some 1
, telecommunications and 1
, tenor and 1
, tenor of 1
, thank you 3
, that person 1
, that someone 1
, that today 1
, that we 3
, that word 1
, that would 1
, that you 1
, the $ 1
, the 13th 1
, the 26th 1
, the 6th 1
, the </s> 6
, the CDC 1
, the CORP 1
, the Commodity 1
, the Crescendo 3
, the Enron 1
, the Executive 3
, the Global 1
, the Mission 1
, the PGAS 1
, the Public 10
, the White 1
, the accounting 1
, the activity 1
, the applicable 1
, the bike 1
, the call 1
, the change 1
, the cover 1
, the customer 1
, the daily 1
, the dash 1
, the datum 1
, the dial-in 2
, the drafter 1
, the employee 1
, the exist 1
, the extension 1
, the federal 1
, the final 1
, the follow 1
, the governor 1
, the hand 1
, the hr 1
, the information 2
, the interview 1
, the invoice 2
, the issue 1
, the last 2
, the meeting 3
, the model 2
, the newspaper 1
, the only 1
, the operator 1
, the panel 2
, the payment 1
, the people 1
, the problem 1
, the rcr 1
, the re-branding 1
, the reason 1
, the registration 1
, the regularly 1
, the remain 1
, the report 1
, the rest 1
, the room 1
, the site 1
, the supply 1
, the tap 1
, the tariff 1
, the training 1
, the tsp 1
, the tune 1
, the user 2
, the volume 1
, the week 1
, then it 2
, then move 2
, then please 9
, then three 1
, then we 1
, then you 2
, there be 13
, there have 1
, there will 3
, therefore , 1
, therefore Enron 4
, these call 2
, these past 1
, these skill 1
, they 'll 1
, they accounting 1
, they also 1
, they be 4
, they have 1
, they management 1
, they number 1
, they remove 1
, this also 2
, this baby 1
, this be 6
, this conference 1
, this cycle 1
, this datum 1
, this forum 1
, this have 1
, this mean 1
, this meeting 1
, this model 2
, this morning 1
, this shop 1
, this should 1
, this will 2
, this would 1
, those that 1
, though ! 1
, though not 1
, through San 1
, tim </s> 1
, time be 1
, tk be 1
, to Friday 1
, to I 1
, to Tuesday 2
, to capitalise 2
, to find 1
, to handle 1
, to interact 1
, to keep 1
, to make 1
, to provide 1
, to value 1
, today it 1
, too . 2
, top-line overview 1
, trigger a 1
, trunc -lrb- 1
, two large 1
, type cow 1
, uncertain about 1
, under Ken 1
, unless I 1
, unless June 1
, up to 1
, update everyone 1
, use , 1
, use </s> 1
, use of 1
, use right 1
, use the 1
, usually with 1
, very , 1
, volume , 1
, waive custom 1
, walk away 1
, warn India 1
, water issue 1
, we 'll 2
, we </s> 5
, we agree 1
, we also 1
, we be 9
, we bond 1
, we can 10
, we company 1
, we discover 1
, we have 3
, we intend 1
, we need 7
, we primarily 1
, we should 1
, we team 1
, we will 7
, we would 2
, website ID 1
, weekend , 1
, what I 1
, what do 1
, what office 1
, when can 1
, when they 1
, when we 1
, which </s> 1
, which I 1
, which Rick 1
, which average 1
, which be 11
, which consist 1
, which display 2
, which give 1
, which have 3
, which include 1
, which it 1
, which may 1
, which mean 1
, which might 1
, which serve 1
, which still 1
, which stop 1
, which will 2
, which would 1
, while the 2
, who be 3
, who create 1
, who serve 1
, who will 2
, wildgooseinv </s> 1
, will be 2
, will get 1
, will not 1
, will receive 1
, with delivery 1
, with gm 1
, with presenter 1
, with the 1
, with uncertainty 1
, would it 1
, would this 1
, x number 1
, x58336 </s> 1
, yes there 1
, yesterday you 1
, you be 3
, you can 5
, you change 2
, you company 1
, you discretionary 1
, you may 1
, you must 1
, you need 2
, you should 1
, you will 7
, yourself and 1
- $ 0.70 1
- $ 146,678 2
- $ 20 1
- $ 3 1
- - currently 1
- -lrb- Dow 1
- ... ... 1
- 0.3 . 1
- 0.8 . 1
- 1-416-869-3456 ; 1
- 1/26/01 -rrb- 1
- 10/31/2001 . 1
- 10:00 AM 4
- 10:30 AM 4
- 10:30 a.m. 1
- 11:00 -11:45 1
- 11:00 AM 3
- 11:00 be 1
- 11:30 AM 3
- 11:30 a 2
- 11:30 be 1
- 12/15/2001 </s> 1
- 12/31/2002 . 1
- 12:00 n 2
- 12:00 pm 4
- 12:30 pm 2
- 12pm Sunday 1
- 183108 </s> 1
- 195402 </s> 1
- 1:00 PM 2
- 1:00 p.m. 1
- 1:00 pm 4
- 1:30 p 2
- 1:30 pm 2
- 2 hr 1
- 2:00 </s> 1
- 2:30 PM 1
- 2:30 pm 4
- 30 % 1
- 30 </s> 1
- 35 % 1
- 3:00 pm 4
- 3:30 PM 1
- 4:00 </s> 2
- 4:30 p.m. 1
- 4:30 pm 1
- 5 pm 1
- 54 % 1
- 5:00 . 1
- 5:00 PM 1
- 5:00 p 1
- 5:00 pm 4
- 6:00 p.m. 1
- 7 pm 1
- 713-569-7763 . 1
- 78 % 1
- 78 page 1
- 792131 </s> 1
- 8 a.m. 1
- 8 p.m. 1
- 8/31/01 . 1
- 8/31/01 </s> 1
- 805392 </s> 1
- 832-721-2921 . 1
- 833951 -rrb- 1
- 8:00 AM 2
- 9:30 AM 2
- > present 1
- @ the 1
- Al Paraiso 1
- April 21-22 1
- BP Energy 1
- Boston </s> 1
- Brazil : 1
- CRI Seaboard 1
- Circle Land 1
- Colin </s> 1
- Dan Allegretti 1
- Dec '02 1
- Devon be 2
- Donnie Willmann 1
- Duke - 1
- Dynegy Direct 4
- EHS Operations 2
- ENA datum 1
- EOTT Energy 1
- East Originations 1
- Ext. . 1
- Ext. 39390 1
- Ext. </s> 1
- FYI ... 1
- Financial </s> 1
- Florida </s> 1
- Friday , 1
- Friday -rrb- 1
- Gavin Dillingham 1
- Government Affairs 1
- Gus Eghneim 1
- Houston </s> 4
- Houston Operations 3
- I encourage 1
- I have 1
- I know 1
- I print 1
- I want 1
- IM Mkt 1
- Illinois Commissioner 1
- Jeff Keeler 1
- Jeff ask 1
- Jennifer Thome 1
- Joanne McPike 1
- Ken Lovejoy 1
- Linam Ranch 1
- Lisa Jacobson 1
- Marc </s> 1
- Mary Schoen 1
- Massachusetts RPS 1
- Matt Pena 1
- NNG </s> 3
- National fuel 1
- New York 1
- North Star 1
- November 10 1
- November 5 1
- October 27 1
- Office of 1
- PNM Gas 1
- Reeves -lrb- 1
- Rick Shapiro 1
- Rick only 1
- Roy Boston 1
- Russell Tucker 1
- SW Gas 1
- Saturday , 1
- Southern CA 1
- Stacey Bolton 1
- TW be 1
- Tana </s> 1
- Team member 1
- Tex Harvey 1
- The </s> 1
- The Americas 4
- The boilerplate 1
- Thursday , 1
- Tuesday 7/31 1
- US Gas 1
- Update : 1
- Vantage Plainview 1
- Williams will 2
- Winter Power 1
- Work Queue 1
- a decision 1
- a framework 1
- a indian 1
- about 0.3 1
- accum balance 1
- address edus 1
- aka unbalanced 1
- also discuss 1
- any president 1
- arrival of 1
- at least 1
- at what 1
- attach be 1
- balance show 2
- base on 1
- be you 1
- book -lrb- 7
- cgt </s> 1
- chonawee . 1
- chonawee </s> 16
- conclusion </s> 1
- correction on 1
- could you 2
- create a 1
- currently , 1
- customer # 1
- delete authorize 1
- delete the 1
- demand analysis 1
- difference between 1
- direction from 1
- discuss how 1
- discussion of 1
- do not 2
- do you 1
- due to 1
- dump datum 1
- ena </s> 1
- ena have 1
- f16 - 1
- fix the 1
- flow alternate 1
- for example 1
- formation of 1
- functionality in 1
- gas & 1
- global counterparty 2
- global strategic 1
- happy birthday 1
- have verbally 2
- hawker # 1
- he e-mail 1
- he will 1
- however , 2
- i.e. Generation 1
- ice '' 4
- identify cut 1
- if you 1
- in work 1
- include but 1
- indicate a 1
- information about 1
- information add 1
- issue to 1
- it would 1
- just to 1
- lo49of . 1
- ltr-clinton-svc neg 1
- manual rate 1
- message say 1
- new cell 3
- new cellular 1
- new european 4
- new executive 1
- new office 1
- no need 1
- no reply 1
- noon -lrb- 1
- noon </s> 1
- not Wednesday 1
- number of 2
- on the 2
- one of 1
- over the 1
- phone 915-688-3838 1
- physical </s> 1
- please call 1
- please do 1
- please have 1
- please let 2
- please look 1
- please make 1
- please note 1
- please review 1
- please see 1
- please update 2
- please walk 1
- positive amount 1
- present day 1
- prior to 1
- r-square about 1
- re-transformed and 1
- receive 60,344 1
- receive 89,845 2
- review the 1
- rotate team 1
- same as 3
- see e 1
- see note 1
- see the 1
- since , 1
- site usage 1
- soon ! 1
- sr </s> 1
- subpart-f and 1
- sue Nord 1
- sue and 1
- supershuttle.doc </s> 1
- take a 1
- tco </s> 1
- thanks for 1
- the December 3
- the Eastern 1
- the IDS 7
- the Texas 1
- the pledge 1
- the safety 1
- the two 2
- then afternoon 1
- then select 1
- these all 1
- these volume 1
- think you 1
- this be 1
- this mean 1
- train issue 3
- two option 1
- until , 1
- until they 1
- update on 2
- we issue 1
- when John 1
- when be 1
- will we 1
- without and 1
- word , 1
- work as 1
- work with 1
- would you 1
- you send 1
-- 100 % 1
-- 2001 NOVEMBER 1
-- 8:00 AM 4
-- > </s> 1
-- > > 1
-- Broomfield , 1
-- Dennis , 1
-- I 'll 1
-- I think 1
-- I will 1
-- OCTOBER </s> 1
-- `` regret 1
-- a i-dash 1
-- even if 1
-- if you 1
-- let I 1
-- march </s> 1
-- need some 1
-- severely affect 1
-- study should 1
-- thanks . 4
-- that even 1
-- the first 1
-- therefore rating 1
-- this might 1
-- unitedway.enron.com </s> 2
-- without the 1
----- Department meet 1
----- original appointment 1
--------- Inline attachment 1
-06102 ? </s> 1
-1 / 20/02 1
-1 / 21 1
-105,581 dth short 1
-11 , 845 1
-11 be . 1
-11:45 AM CDT 1
-1:30 pm . 2
-2 / 6/02 1
-3 / 4 1
-3 / 7 1
-3:00 in eb3907 1
-438 -6600 </s> 1
-438 -7224 </s> 1
-5 , return 1
-5:00 p.m. </s> 1
-61,747 dth short 1
-6600 . </s> 4
-9:45 AM </s> 1
-LRB-713-RRB- 788-9458 team pager 2
-LRB-713-RRB- 853-3538 -lrb-713-rrb- 709-3443 </s> 4
-LRB-713-RRB- 853-8335 -LRB-713-RRB- 788-9458 team 2
-LRB-713-RRB- 853-9890 . </s> 1
-lcb- t ' 1
-lrb- $ 1 1
-lrb- $ 1.19 1
-lrb- $ 2.08 1
-lrb- $ 2.95 1
-lrb- $ 283,109.51 1
-lrb- $ 285/hour 1
-lrb- & its 1
-lrb- * -rrb- 1
-lrb- -11 , 1
-lrb- -rrb- : 1
-lrb- . </s> 1
-lrb- 06/04/2001 to 1
-lrb- 1 -rrb- 2
-lrb- 1-800-283-1805 -rrb- 2
-lrb- 1/15/02 -rrb- 1
-lrb- 10/18 -rrb- 1
-lrb- 10/23 -rrb- 1
-lrb- 10/24 -rrb- 1
-lrb- 11/13 -rrb- 1
-lrb- 11/16 -rrb- 1
-lrb- 11/23 -rrb- 1
-lrb- 11/29/99 -rrb- 1
-lrb- 11/30 -rrb- 1
-lrb- 11/30/2001 -rrb- 1
-lrb- 12/14 -rrb- 1
-lrb- 12/29 -rrb- 1
-lrb- 13199 -rrb- 1
-lrb- 14 product 1
-lrb- 177 -rrb- 1
-lrb- 18 hole 1
-lrb- 2 -rrb- 4
-lrb- 2,500 dth/day 1
-lrb- 2/1 -rrb- 1
-lrb- 2/29 -rrb- 1
-lrb- 20-30 min 1
-lrb- 2001 -rrb- 2
-lrb- 252,265 -rrb- 1
-lrb- 3 -rrb- 1
-lrb- 3 product 4
-lrb- 3-1929 -rrb- 1
-lrb- 3-7750 -rrb- 1
-lrb- 4 -rrb- 4
-lrb- 4 Product 3
-lrb- 4357 -rrb- 3
-lrb- 5 Product 1
-lrb- 5-8491 -rrb- 1
-lrb- 50,000 / 3
-lrb- 50,381 -rrb- 1
-lrb- 506 Main 1
-lrb- 509 Main 1
-lrb- 558191 -rrb- 1
-lrb- 5:30 pm 1
-lrb- 6 product 1
-lrb- 6/22/00 -rrb- 1
-lrb- 610 mw 1
-lrb- 7 product 1
-lrb- 7/17 -rrb- 1
-lrb- 7/18 -rrb- 1
-lrb- 713 -rrb- 7
-lrb- 713-853-4346 -rrb- 1
-lrb- 713-853-4826 -rrb- 1
-lrb- 713-853-6681 -rrb- 1
-lrb- 713-853-6827 -rrb- 1
-lrb- 713.247.2545 -rrb- 1
-lrb- 722015-01 -rrb- 1
-lrb- 7578 -rrb- 1
-lrb- 7:00 pm 1
-lrb- 9:00 be 1
-lrb- ? </s> 1
-lrb- Aloha ! 1
-lrb- Andy 's 1
-lrb- Astra -rrb- 3
-lrb- Bob -rrb- 1
-lrb- CDT -rrb- 7
-lrb- CFO , 1
-lrb- COO , 1
-lrb- CST -rrb- 11
-lrb- Cedar Rapids 1
-lrb- Central -rrb- 2
-lrb- Commercial/Industrial connect 1
-lrb- Continental Gas 1
-lrb- Coral -rrb- 1
-lrb- Core -rrb- 1
-lrb- Dave Forster 1
-lrb- Dave Neubauer 1
-lrb- David </s> 1
-lrb- David Yumigada 1
-lrb- December 27th 1
-lrb- Digital -rrb- 1
-lrb- Dinner on 1
-lrb- Director level 2
-lrb- Dow Jones 1
-lrb- EES ONLY 1
-lrb- EES have 1
-lrb- EIPL -rrb- 1
-lrb- ENA -rrb- 1
-lrb- ENE -rrb- 1
-lrb- EOL.TRADING _ 1
-lrb- EOT -rrb- 1
-lrb- EU and 1
-lrb- East , 2
-lrb- East/West Course 2
-lrb- Eastern New 1
-lrb- Effective Date 1
-lrb- Enron Australia 1
-lrb- Friday -rrb- 1
-lrb- Friday 26 1
-lrb- Gary Anderson 1
-lrb- Gas Structuring 1
-lrb- German speak 1
-lrb- Global Counterparty 1
-lrb- Harry , 1
-lrb- Hollis -rrb- 1
-lrb- Houston base 1
-lrb- Houston time 7
-lrb- I be 2
-lrb- I believe 1
-lrb- I can 1
-lrb- I convey 1
-lrb- I have 3
-lrb- I just 1
-lrb- I know 1
-lrb- I realize 1
-lrb- INTERNAL ONLY 1
-lrb- ISE -rrb- 1
-lrb- IT , 1
-lrb- IT and 1
-lrb- Investment Valuation 1
-lrb- January 21st 1
-lrb- Jean -rrb- 1
-lrb- Jerry -rrb- 1
-lrb- Jim Steffes 1
-lrb- John or 2
-lrb- June 10 1
-lrb- Kathy Kelly 1
-lrb- Katwala -rrb- 1
-lrb- Keith Milem 1
-lrb- LCRA -rrb- 1
-lrb- London -rrb- 1
-lrb- Louise -rrb- 10
-lrb- Louise kitchen 1
